Sector,Job_Title,Company,Location,Contract,Salary,Description,URL,Salary_Clean,Description_Clean,Contract_Encoded,Location_Encoded,Sector_Encoded
Distribution • Commerce de gros,Job Etudiant - CDD Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Aix-les-Bains - 73,CDD,1801802432.0,"En recherche d'un job étudiant à Aix-les-Bains ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",https://www.hellowork.com/fr-fr/emplois/69733991.html,900901216.0,recherche dun job étudiant aixlesbains rejoins laventure esallia type contrat cdd 1 6 mois fonction besoin horaires 35 heures semaine mardi samedi 10h 13h 14h 18h rémunération fixe mensuelle 1 8018€ brut rémunération variable prime objectif 10 35 salaire brut mensuel jusquà 2 432€ prérequis permis b véhicule indispensables frais déplacement domiciletravail remboursés esallia entreprise spécialisée commercialisation produits impact sociétal positif actuellement développons propre gamme confiserie éthique tous produits fabriqués france façon artisanale conditionnés personnes situation handicap esat mission vendeur hf produits engagés tant membre équipe commerciale responsable stand galeries marchandes enseignes partenaires super u intermarché market biocoop etc gères espace vente manière autonome complète rayon moyen 40 autour centre ville frais déplacement intégralement pris charge esallia responsabilités accueillir renseigner conseiller clients professionnalisme mettre avant produits engagés convaincre fidéliser garantir présentation soignée attractive maximiser ventes vérifier stocks contrôler dates limite consommation tenir caisse rigueur précision réaliser reporting ventes quotidiennement convaincue nattends plus rejoins laventure esallia dès aujourdhui,1,3,3
Distribution • Commerce de gros,Job Etudiant 7 à 14H - Semaine - Vendeur - Produits Engagés H/F,Esallia,Valserhône - 01,CDD,118816.0,"En recherche d'un job étudiant à Bellegarde-sur-Valserine ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 7h à 14h par semaine  Durée du contrat : de 1 à 6 mois en fonction de votre besoin  Rémunération fixe : 11.88€ brut de l'heure  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 16€/heure.  Horaires/Rythme : 7h/semaine chaque samedi, de 10h à 13h et de 14h à 18h. Si tu as une deuxième journée libre dans la semaine, tu peux opter pour un contrat de 14h/semaine, avec la seconde journée de ton choix (sauf le dimanche). Nous travaillons uniquement en journée complète selon les horaires indiqués précédemment.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 minutes autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",https://www.hellowork.com/fr-fr/emplois/68739790.html,59408.0,recherche dun job étudiant bellegardesurvalserine rejoins laventure esallia type contrat cdd 7h 14h semaine durée contrat 1 6 mois fonction besoin rémunération fixe 1188€ brut lheure rémunération variable prime objectif 10 35 salaire brut mensuel jusquà 16€heure horairesrythme 7hsemaine chaque samedi 10h 13h 14h 18h si deuxième journée libre semaine peux opter contrat 14hsemaine seconde journée choix sauf dimanche travaillons uniquement journée complète selon horaires indiqués précédemment prérequis permis b véhicule indispensables frais déplacement domiciletravail remboursés esallia entreprise spécialisée commercialisation produits impact sociétal positif actuellement développons propre gamme confiserie éthique tous produits fabriqués france façon artisanale conditionnés personnes situation handicap esat mission vendeur hf produits engagés tant membre équipe commerciale responsable stand galeries marchandes enseignes partenaires super u intermarché market biocoop etc gères espace vente manière autonome complète rayon moyen 40 minutes autour centre ville frais déplacement intégralement pris charge esallia responsabilités accueillir renseigner conseiller clients professionnalisme mettre avant produits engagés convaincre fidéliser garantir présentation soignée attractive maximiser ventes vérifier stocks contrôler dates limite consommation tenir caisse rigueur précision réaliser reporting ventes quotidiennement convaincue nattends plus rejoins laventure esallia dès aujourdhui,1,602,3
Distribution • Commerce de gros,Job Etudiant - CDD Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Dieppe - 76,CDD,1801802432.0,"En recherche d'un job étudiant à Dieppe ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",https://www.hellowork.com/fr-fr/emplois/69734005.html,900901216.0,recherche dun job étudiant dieppe rejoins laventure esallia type contrat cdd 1 6 mois fonction besoin horaires 35 heures semaine mardi samedi 10h 13h 14h 18h rémunération fixe mensuelle 1 8018€ brut rémunération variable prime objectif 10 35 salaire brut mensuel jusquà 2 432€ prérequis permis b véhicule indispensables frais déplacement domiciletravail remboursés esallia entreprise spécialisée commercialisation produits impact sociétal positif actuellement développons propre gamme confiserie éthique tous produits fabriqués france façon artisanale conditionnés personnes situation handicap esat mission vendeur hf produits engagés tant membre équipe commerciale responsable stand galeries marchandes enseignes partenaires super u intermarché market biocoop etc gères espace vente manière autonome complète rayon moyen 40 autour centre ville frais déplacement intégralement pris charge esallia responsabilités accueillir renseigner conseiller clients professionnalisme mettre avant produits engagés convaincre fidéliser garantir présentation soignée attractive maximiser ventes vérifier stocks contrôler dates limite consommation tenir caisse rigueur précision réaliser reporting ventes quotidiennement convaincue nattends plus rejoins laventure esallia dès aujourdhui,1,156,3
Distribution • Commerce de gros,Job Etudiant - CDD Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Melun - 77,CDD,1801802432.0,"En recherche d'un job étudiant à Melun ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",https://www.hellowork.com/fr-fr/emplois/69740869.html,900901216.0,recherche dun job étudiant melun rejoins laventure esallia type contrat cdd 1 6 mois fonction besoin horaires 35 heures semaine mardi samedi 10h 13h 14h 18h rémunération fixe mensuelle 1 8018€ brut rémunération variable prime objectif 10 35 salaire brut mensuel jusquà 2 432€ prérequis permis b véhicule indispensables frais déplacement domiciletravail remboursés esallia entreprise spécialisée commercialisation produits impact sociétal positif actuellement développons propre gamme confiserie éthique tous produits fabriqués france façon artisanale conditionnés personnes situation handicap esat mission vendeur hf produits engagés tant membre équipe commerciale responsable stand galeries marchandes enseignes partenaires super u intermarché market biocoop etc gères espace vente manière autonome complète rayon moyen 40 autour centre ville frais déplacement intégralement pris charge esallia responsabilités accueillir renseigner conseiller clients professionnalisme mettre avant produits engagés convaincre fidéliser garantir présentation soignée attractive maximiser ventes vérifier stocks contrôler dates limite consommation tenir caisse rigueur précision réaliser reporting ventes quotidiennement convaincue nattends plus rejoins laventure esallia dès aujourdhui,1,403,3
Distribution • Commerce de gros,Job Etudiant - CDD Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Saint-Germain-en-Laye - 78,CDD,1801802432.0,"En recherche d'un job étudiant à Saint-Germain-en-Laye ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",https://www.hellowork.com/fr-fr/emplois/69740850.html,900901216.0,recherche dun job étudiant saintgermainenlaye rejoins laventure esallia type contrat cdd 1 6 mois fonction besoin horaires 35 heures semaine mardi samedi 10h 13h 14h 18h rémunération fixe mensuelle 1 8018€ brut rémunération variable prime objectif 10 35 salaire brut mensuel jusquà 2 432€ prérequis permis b véhicule indispensables frais déplacement domiciletravail remboursés esallia entreprise spécialisée commercialisation produits impact sociétal positif actuellement développons propre gamme confiserie éthique tous produits fabriqués france façon artisanale conditionnés personnes situation handicap esat mission vendeur hf produits engagés tant membre équipe commerciale responsable stand galeries marchandes enseignes partenaires super u intermarché market biocoop etc gères espace vente manière autonome complète rayon moyen 40 autour centre ville frais déplacement intégralement pris charge esallia responsabilités accueillir renseigner conseiller clients professionnalisme mettre avant produits engagés convaincre fidéliser garantir présentation soignée attractive maximiser ventes vérifier stocks contrôler dates limite consommation tenir caisse rigueur précision réaliser reporting ventes quotidiennement convaincue nattends plus rejoins laventure esallia dès aujourdhui,1,525,3
Distribution • Commerce de gros,Job Etudiant - CDD Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Lyon - 69,CDD,1801802432.0,"En recherche d'un job étudiant à Lyon ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",https://www.hellowork.com/fr-fr/emplois/69719955.html,900901216.0,recherche dun job étudiant lyon rejoins laventure esallia type contrat cdd 1 6 mois fonction besoin horaires 35 heures semaine mardi samedi 10h 13h 14h 18h rémunération fixe mensuelle 1 8018€ brut rémunération variable prime objectif 10 35 salaire brut mensuel jusquà 2 432€ prérequis permis b véhicule indispensables frais déplacement domiciletravail remboursés esallia entreprise spécialisée commercialisation produits impact sociétal positif actuellement développons propre gamme confiserie éthique tous produits fabriqués france façon artisanale conditionnés personnes situation handicap esat mission vendeur hf produits engagés tant membre équipe commerciale responsable stand galeries marchandes enseignes partenaires super u intermarché market biocoop etc gères espace vente manière autonome complète rayon moyen 40 autour centre ville frais déplacement intégralement pris charge esallia responsabilités accueillir renseigner conseiller clients professionnalisme mettre avant produits engagés convaincre fidéliser garantir présentation soignée attractive maximiser ventes vérifier stocks contrôler dates limite consommation tenir caisse rigueur précision réaliser reporting ventes quotidiennement convaincue nattends plus rejoins laventure esallia dès aujourdhui,1,375,3
Distribution • Commerce de gros,Job Etudiant - CDD Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Haguenau - 67,CDD,1801802432.0,"En recherche d'un job étudiant à Haguenau ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",https://www.hellowork.com/fr-fr/emplois/69719968.html,900901216.0,recherche dun job étudiant haguenau rejoins laventure esallia type contrat cdd 1 6 mois fonction besoin horaires 35 heures semaine mardi samedi 10h 13h 14h 18h rémunération fixe mensuelle 1 8018€ brut rémunération variable prime objectif 10 35 salaire brut mensuel jusquà 2 432€ prérequis permis b véhicule indispensables frais déplacement domiciletravail remboursés esallia entreprise spécialisée commercialisation produits impact sociétal positif actuellement développons propre gamme confiserie éthique tous produits fabriqués france façon artisanale conditionnés personnes situation handicap esat mission vendeur hf produits engagés tant membre équipe commerciale responsable stand galeries marchandes enseignes partenaires super u intermarché market biocoop etc gères espace vente manière autonome complète rayon moyen 40 autour centre ville frais déplacement intégralement pris charge esallia responsabilités accueillir renseigner conseiller clients professionnalisme mettre avant produits engagés convaincre fidéliser garantir présentation soignée attractive maximiser ventes vérifier stocks contrôler dates limite consommation tenir caisse rigueur précision réaliser reporting ventes quotidiennement convaincue nattends plus rejoins laventure esallia dès aujourdhui,1,273,3
Distribution • Commerce de gros,Job Etudiant - CDD Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Strasbourg - 67,CDD,1801802432.0,"En recherche d'un job étudiant à Strasbourg ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",https://www.hellowork.com/fr-fr/emplois/69719948.html,900901216.0,recherche dun job étudiant strasbourg rejoins laventure esallia type contrat cdd 1 6 mois fonction besoin horaires 35 heures semaine mardi samedi 10h 13h 14h 18h rémunération fixe mensuelle 1 8018€ brut rémunération variable prime objectif 10 35 salaire brut mensuel jusquà 2 432€ prérequis permis b véhicule indispensables frais déplacement domiciletravail remboursés esallia entreprise spécialisée commercialisation produits impact sociétal positif actuellement développons propre gamme confiserie éthique tous produits fabriqués france façon artisanale conditionnés personnes situation handicap esat mission vendeur hf produits engagés tant membre équipe commerciale responsable stand galeries marchandes enseignes partenaires super u intermarché market biocoop etc gères espace vente manière autonome complète rayon moyen 40 autour centre ville frais déplacement intégralement pris charge esallia responsabilités accueillir renseigner conseiller clients professionnalisme mettre avant produits engagés convaincre fidéliser garantir présentation soignée attractive maximiser ventes vérifier stocks contrôler dates limite consommation tenir caisse rigueur précision réaliser reporting ventes quotidiennement convaincue nattends plus rejoins laventure esallia dès aujourdhui,1,567,3
Distribution • Commerce de gros,Job Etudiant - CDD Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Albertville - 73,CDD,1801802432.0,"En recherche d'un job étudiant à Albertville ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",https://www.hellowork.com/fr-fr/emplois/69734002.html,900901216.0,recherche dun job étudiant albertville rejoins laventure esallia type contrat cdd 1 6 mois fonction besoin horaires 35 heures semaine mardi samedi 10h 13h 14h 18h rémunération fixe mensuelle 1 8018€ brut rémunération variable prime objectif 10 35 salaire brut mensuel jusquà 2 432€ prérequis permis b véhicule indispensables frais déplacement domiciletravail remboursés esallia entreprise spécialisée commercialisation produits impact sociétal positif actuellement développons propre gamme confiserie éthique tous produits fabriqués france façon artisanale conditionnés personnes situation handicap esat mission vendeur hf produits engagés tant membre équipe commerciale responsable stand galeries marchandes enseignes partenaires super u intermarché market biocoop etc gères espace vente manière autonome complète rayon moyen 40 autour centre ville frais déplacement intégralement pris charge esallia responsabilités accueillir renseigner conseiller clients professionnalisme mettre avant produits engagés convaincre fidéliser garantir présentation soignée attractive maximiser ventes vérifier stocks contrôler dates limite consommation tenir caisse rigueur précision réaliser reporting ventes quotidiennement convaincue nattends plus rejoins laventure esallia dès aujourdhui,1,5,3
Distribution • Commerce de gros,Job Etudiant - CDD Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Villefranche-sur-Saône - 69,CDD,1801802432.0,"En recherche d'un job étudiant à Villefranche-sur-Saône ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",https://www.hellowork.com/fr-fr/emplois/69719950.html,900901216.0,recherche dun job étudiant villefranchesursaône rejoins laventure esallia type contrat cdd 1 6 mois fonction besoin horaires 35 heures semaine mardi samedi 10h 13h 14h 18h rémunération fixe mensuelle 1 8018€ brut rémunération variable prime objectif 10 35 salaire brut mensuel jusquà 2 432€ prérequis permis b véhicule indispensables frais déplacement domiciletravail remboursés esallia entreprise spécialisée commercialisation produits impact sociétal positif actuellement développons propre gamme confiserie éthique tous produits fabriqués france façon artisanale conditionnés personnes situation handicap esat mission vendeur hf produits engagés tant membre équipe commerciale responsable stand galeries marchandes enseignes partenaires super u intermarché market biocoop etc gères espace vente manière autonome complète rayon moyen 40 autour centre ville frais déplacement intégralement pris charge esallia responsabilités accueillir renseigner conseiller clients professionnalisme mettre avant produits engagés convaincre fidéliser garantir présentation soignée attractive maximiser ventes vérifier stocks contrôler dates limite consommation tenir caisse rigueur précision réaliser reporting ventes quotidiennement convaincue nattends plus rejoins laventure esallia dès aujourdhui,1,622,3
