Sector,Job_Title,Company,Location,Contract,Salary,Description,Publication_Date,URL
Distribution • Commerce de gros,Job Etudiant - CDD 1 à - Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Millau - 12,CDD,"1 801,80 - 2 432 € / mois","En recherche d'un job étudiant à Rodez ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",N/A,https://www.hellowork.com/fr-fr/emplois/68796907.html
Distribution • Commerce de gros,Job Etudiant - CDD 1 à - Temps Plein - Vendeur - Produits Engagés H/F,Esallia,La Chapelle-Saint-Luc - 10,CDD,"1 801,80 - 2 432 € / mois","En recherche d'un job étudiant à La Chapelle-Saint-Luc ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",N/A,https://www.hellowork.com/fr-fr/emplois/68796908.html
Distribution • Commerce de gros,Job Etudiant - CDD Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Chelles - 77,CDD,"1 801,80 - 2 432 € / mois","En recherche d'un job étudiant à Chelles ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",N/A,https://www.hellowork.com/fr-fr/emplois/69740865.html
Distribution • Commerce de gros,Job Etudiant - CDD 1 à - Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Annonay - 07,CDD,"1 801,80 - 2 432 € / mois","En recherche d'un job étudiant à Annonay ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",N/A,https://www.hellowork.com/fr-fr/emplois/68787236.html
Distribution • Commerce de gros,Job Etudiant - CDD Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Le Creusot - 71,CDD,"1 801,80 - 2 432 € / mois","En recherche d'un job étudiant à Le Creusot ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",N/A,https://www.hellowork.com/fr-fr/emplois/69733994.html
Distribution • Commerce de gros,Job Etudiant - CDD Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Strasbourg - 67,CDD,"1 801,80 - 2 432 € / mois","En recherche d'un job étudiant à Strasbourg ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",N/A,https://www.hellowork.com/fr-fr/emplois/69719948.html
Distribution • Commerce de gros,Job Etudiant - CDD 1 à - Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Aix-en-Provence - 13,CDD,"1 801,80 - 2 432 € / mois","En recherche d'un job étudiant à Aix en Provence ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",N/A,https://www.hellowork.com/fr-fr/emplois/68796860.html
Distribution • Commerce de gros,Job Etudiant - CDD 1 à - Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Cannes - 06,CDD,"1 801,80 - 2 432 € / mois","En recherche d'un job étudiant à Cannes ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",N/A,https://www.hellowork.com/fr-fr/emplois/68776569.html
Distribution • Commerce de gros,Job Etudiant - CDD 1 à - Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Onet-le-Château - 12,CDD,"1 801,80 - 2 432 € / mois","En recherche d'un job étudiant à Onet-le-Château ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",N/A,https://www.hellowork.com/fr-fr/emplois/68796914.html
Distribution • Commerce de gros,Job Etudiant - CDD 1 à - Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Saint-Quentin - 02,CDD,"1 801,80 - 2 432 € / mois","En recherche d'un job étudiant à Saint-Quentin ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",N/A,https://www.hellowork.com/fr-fr/emplois/68776471.html
Distribution • Commerce de gros,Job Etudiant - CDD 1 à - Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Bourg-en-Bresse - 01,CDD,"1 801,80 - 2 432 € / mois","En recherche d'un job étudiant à Bourg-en-Bresse ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",N/A,https://www.hellowork.com/fr-fr/emplois/68776567.html
Distribution • Commerce de gros,Job Etudiant - CDD 1 à - Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Laon - 02,CDD,"1 801,80 - 2 432 € / mois","En recherche d'un job étudiant à Laon ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",N/A,https://www.hellowork.com/fr-fr/emplois/68776433.html
Distribution • Commerce de gros,Job Etudiant - CDD 1 à - Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Moulins - 03,CDD,"1 801,80 - 2 432 € / mois","En recherche d'un job étudiant à Moulins ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",N/A,https://www.hellowork.com/fr-fr/emplois/68776498.html
Distribution • Commerce de gros,Job Etudiant - CDD 1 à - Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Aubenas - 07,CDD,"1 801,80 - 2 432 € / mois","En recherche d'un job étudiant à Aubenas ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",N/A,https://www.hellowork.com/fr-fr/emplois/68787235.html
Distribution • Commerce de gros,Job Etudiant - CDD Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Rouen - 76,CDD,"1 801,80 - 2 432 € / mois","En recherche d'un job étudiant à Rouen ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",N/A,https://www.hellowork.com/fr-fr/emplois/69733993.html
Distribution • Commerce de gros,Job Etudiant - CDD Temps Plein - Vendeur - Produits Engagés H/F,Esallia,Le Havre - 76,CDD,"1 801,80 - 2 432 € / mois","En recherche d'un job étudiant à Le Havre ? Rejoins l'aventure ESALLIA !  Type de contrat : CDD de 1 à 6 mois en fonction de ton besoin  Horaires : 35 heures par semaine, du mardi au samedi, de 10h à 13h et de 14h à 18h.  Rémunération fixe mensuelle : 1 801,8€ brut  Rémunération variable : Prime sur objectif de +10% à +35% de ton salaire brut mensuel, soit jusqu'à 2 432€.  Prérequis : Permis B et véhicule indispensables.  Frais de déplacement domicile-travail remboursés  Esallia est une entreprise spécialisée dans la commercialisation de produits ayant un impact sociétal positif. Actuellement nous développons notre propre gamme de confiserie éthique. Tous nos produits sont fabriqués en France de façon artisanale et conditionnés par des personnes en situation de handicap en ESAT.  Ta mission : Vendeur H/F - Produits engagés En tant que membre de notre équipe commerciale, tu es responsable de ton stand dans les galeries marchandes de nos enseignes partenaires (Super U, Intermarché, Market, Biocoop, etc.). Tu gères ton espace de vente de manière autonome et complète, dans un rayon moyen de 40 autour du centre ville. Tes frais de déplacement sont intégralement pris en charge par ESALLIA.  Tes responsabilités - Accueillir, renseigner et conseiller les clients avec professionnalisme - Mettre en avant nos produits engagés pour convaincre et fidéliser - Garantir une présentation soignée et attractive pour maximiser les ventes - Vérifier les stocks et contrôler les dates limite de consommation - Tenir la caisse avec rigueur et précision - Réaliser le reporting de tes ventes quotidiennement  Convaincu.e ?  N'attends plus et rejoins l'aventure ESALLIA dès aujourd'hui !",N/A,https://www.hellowork.com/fr-fr/emplois/69733986.html
